謝謝,1
賴,4
前院長,1
指教,1
兩岸,2
部分,1
對岸,2
敵意,1
民進黨,4
抵抗,1
統一,2
政黨,2
相較,1
之下,1
國民黨,2
接受,2
一國兩制,2
字,1
政策,7
講,3
很,1
清楚,1
拒絕,1
over my dead body,1
願意,2
為,3
台灣,5
粉身碎骨,1
話,2
拿起,1
槍桿子,1
保衛,1
這些,1
韓國,1
瑜,1
捍衛,1
覺得,1
隔壁,1
老大哥,1
鄰居,1
惡目相向,1
在,2
主權,1
安全,2
下,2
希望,1
和緩,1
關係,1
院長,3
說,4
從,2
暖男,2
變成,3
憤青,1
力道,1
越來越,2
重,1
跟,4
相近,1
對,1
沒,3
錯,1
各,3
朋友,1
看到,2
楊蕙如,2
網軍,1
事情,2
平心靜氣,1
討論,1
生氣,3
佩服,1
公投,2
案子,1
蔡,4
政府,6
視而不見,1
通,1
沒收,1
古時候,1
關逼,1
民,1
反,1
造反,1
民主,1
時代,2
出來,1
嗆聲,1
爽,1
滿意,1
就事論事,1
努力,1
執政,3
保證,1
階段,1
主題,1
照顧到,1
老,1
生命,1
歷程,1
照護,1
幼兒,3
國家,5
幫忙,2
養，,1
出生率,1
競爭力,1
之後,2
新生兒,1
降到,1
今年,1
年輕人,9
敢,2
生育,4
想想,1
國政,2
顧問團,1
規劃,1
包含,1
重點,1
補助費,1
育嬰,1
養育費,1
直接,1
交到,1
父母,2
手,1
上,1
決定,2
用,3
養,1
國教,1
像,1
延伸,1
學,1
前,1
教育,2
義務化,1
免,1
學費,2
成立,3
發展,5
中心,1
協助,4
早期,1
潛能,1
開發,2
很多,1
雙薪,1
家庭,1
支持,1
多元,1
托育,1
服務,3
家長,2
減壓,1
降低,1
照顧,2
兒女,1
負擔,2
11月,1
中,1
匙,1
後,1
蔡英文,1
引用,1
蔡真的,1
解,1
難處,1
現在,1
才,2
做,4
青年,7
到,1
地,1
座談,1
鼓勵,1
對於,2
低薪,1
沒有,3
夢想,1
束手無策,1
報告,1
委員會,2
重要,1
里程碑,1
統籌,1
協調,1
高薪,1
就業,1
解決,2
問題,2
全球,1
創業,1
提供,3
金,2
出,1
社會,5
錢,1
支援,1
結婚,1
育兒,1
租,1
房子,4
用途,1
工作,1
還,1
買不起,1
減輕,1
居住,1
房租,1
列舉,1
扣除額,1
購,1
貸款,1
利息,1
租屋,1
補貼,1
住宅,1
包租,1
代管,1
知道,1
住,1
老人,1
人,3
陪,1
小孩子,1
好,1
學區,1
把,1
幼,1
青,1
銀,1
放,1
在一起,1
共同,1
社區,3
公有,2
土地,2
房屋,1
讓,3
非常,1
完整,1
生活,1
機能,1
由,1
顧問,1
學院,1
培養,1
30世代,1
機要,1
人才,2
內閣,1
在下來,1
長照,6
醫療,2
2025年,1
步入,1
人口,1
遭,1
20%^,1
抄鍋鈴,1
健康,3
2.0,2
政績,3
叫做,1
花錢,1
績效,1
看,1
多少,1
最,1
需要,1
避重就親,1
母親,1
前年,1
往生,1
以前,1
臥床,1
長期,1
辛苦,1
發生,1
多,2
夫妻,1
親子,1
湘殘,1
悲劇,1
開辦,1
保險,1
改革,2
健保,1
支付,1
標準,1
管理,1
預防,2
醫學,1
補助,1
剩餘,1
治療,1
引入,1
大,2
數據,1
產業,2
智慧,1
藉由,1
轉型,1
正義,1
名義,1
推動,2
年金,1
例,1
休,1
走過,1
風雨飄搖,1
創造,2
輝煌,1
來,1
時局,1
困境,1
發牢騷,1
畫作,1
滿,1
熱血,1
承諾,1
韓國瑜,1
所有,1
人民,2
粉深邃苦,1
在所不行,1
強大,1
奇蹟,1
實現,1
有錢,1
安樂富足,1
