親民黨,ORG
宜蘭,GPE
2020年,DATE
三歲,DATE
24%,PERCENT
特偵組,ORG
九二共識,LAW
260萬,CARDINAL
今天,DATE
1111萬,CARDINAL
前幾天,DATE
未來四年,DATE
0-6歲,DATE
韓,GPE
第四,CARDINAL
70%,PERCENT
台灣,GPE
美,GPE
台,GPE
台商,NORP
國安,ORG
日,GPE
韓,PERSON
三年多以前,DATE
2020,DATE
高雄議會,ORG
聯合國,ORG
高雄,NORP
瑪利亞,PERSON
台海,LOC
五,CARDINAL
36%,PERCENT
韓國,GPE
九二,EVENT
一萬多,CARDINAL
三年多,DATE
七千多億,CARDINAL
香港,GPE
蔡英文,PERSON
今年,DATE
亞太地區,LOC
共諜案,EVENT
高雄市,GPE
國軍,ORG
高雄,GPE
臺灣,GPE
民進黨中央黨部,ORG
韓國瑜,PERSON
一萬兩千,CARDINAL
第三,CARDINAL
四年,DATE
中華民國,GPE
這三年多來,DATE
3年多,DATE
國民黨,ORG
明天,DATE
宋,PERSON
台灣,NORP
第三,ORDINAL
44％,PERCENT
中科院,ORG
大陸客,NORP
海軍,ORG
一年,DATE
3年,DATE
2020,CARDINAL
七千多,CARDINAL
這幾年,DATE
苗栗,GPE
三萬,CARDINAL
馬丁,PERSON
去年,DATE
兩岸,GPE
中,GPE
第15,ORDINAL
第一號,DATE
第一,ORDINAL
100萬,CARDINAL
一百萬,CARDINAL
四,CARDINAL
24小時,TIME
95%,PERCENT
鳳凰,ORG
三年多以來,DATE
瑜,PERSON
三個月,DATE
兩岸,LOC
不到三個月,DATE
英文,LANGUAGE
台灣人,NORP
花東,LOC
今年1月,DATE
宜蘭人,NORP
兩,CARDINAL
中國,GPE
5、60歲,DATE
臺海,LOC
太平島,LOC
前三季,DATE
歐,LOC
F16,PRODUCT
行政院,ORG
西太平洋,LOC
過去三年,DATE
中聯辦,ORG
上萬,CARDINAL
宋楚瑜,PERSON
2016年,DATE
一兩百萬,CARDINAL
第14,ORDINAL
一,CARDINAL
過去三年半,DATE
沱江艦,ORG
漢翔,ORG
高雄人,NORP
三,CARDINAL
31.5%,PERCENT
第二,ORDINAL
美國洛克希德,ORG
100%,PERCENT
