兩兆台幣,MONEY
幾百萬塊錢,MONEY
蔡,PERSON
3年半,DATE
特偵組,ORG
76.4%,PERCENT
九牛二虎之力,QUANTITY
今天,DATE
民國38年,DATE
10個月,DATE
當年,DATE
這三年,DATE
百分之50,PERCENT
8800億,CARDINAL
台灣,GPE
幾個月,DATE
興達火力發電廠,FAC
韓,PERSON
民進黨,ORG
高雄,NORP
雲林,GPE
五,CARDINAL
韓國,GPE
九二,EVENT
蘭嶼,LOC
中國大陸,GPE
台中,GPE
香港,GPE
蔡英文,PERSON
今年,DATE
日本,GPE
1萬,CARDINAL
兩千三百萬,CARDINAL
高雄市,GPE
24,CARDINAL
高雄,GPE
三鶯地區,LOC
臺灣,GPE
陳菊,PERSON
5公分,QUANTITY
韓國瑜,PERSON
2013年,DATE
謝長廷,PERSON
84歲,DATE
這四年,DATE
中華民國,GPE
三年半,DATE
國民黨,ORG
宋,PERSON
台灣,NORP
第三,ORDINAL
亞洲,LOC
增修條文,LAW
1年,DATE
一年,DATE
賴清德,PERSON
宮廟,FAC
前三年,DATE
50%,PERCENT
立法院,ORG
亞太,LOC
特偵組,FAC
這幾年,DATE
苗栗,GPE
彰化,GPE
兩岸關係條例,LAW
去年,DATE
兩岸,GPE
79萬,CARDINAL
第15,ORDINAL
第一,ORDINAL
台電,ORG
冬天,DATE
土地公,PERSON
四,CARDINAL
195公分,QUANTITY
夏天,DATE
3,CARDINAL
370億,CARDINAL
禮拜天,DATE
陳,PERSON
柯文哲,PERSON
兩兆,CARDINAL
六億多,CARDINAL
兩岸,LOC
中聯,ORG
明年,DATE
21%,PERCENT
台灣人,NORP
過去這幾年,DATE
10、20年,DATE
澎金馬,LOC
李進勇,PERSON
55,CARDINAL
國民黨民進黨,ORG
兩,CARDINAL
兩千七百億,CARDINAL
48,CARDINAL
婦聯會,ORG
10萬1225,CARDINAL
蔡英文蔡,PERSON
中國大陸共產黨,ORG
6萬,CARDINAL
香港中聯辦,ORG
10多萬,CARDINAL
禮拜六,DATE
這三年多,DATE
行政院,ORG
中聯辦,ORG
200公分,QUANTITY
46%,PERCENT
宋楚瑜,PERSON
2019年上半年,DATE
2016年,DATE
中華民國憲法,LAW
60%,PERCENT
玉皇大帝,PERSON
一,CARDINAL
113萬,CARDINAL
9萬塊錢,MONEY
10,CARDINAL
3300億,CARDINAL
三,CARDINAL
高雄人,NORP
蘭嶼,GPE
上百億,CARDINAL
台北,GPE
280萬,CARDINAL
一百四十萬,CARDINAL
第二,ORDINAL
高雄港,LOC
南投,GPE
