主持人,3
監察人,3
候選人,4
海內外,1
父老,1
兄弟,1
姐妹,1
鄉親,13
好,5
中華民國,7
總統,21
宋楚瑜,9
今天,13
穿,1
身,1
服裝,1
請,2
蔡,15
緊張,1
質疑,2
博士,7
學位,2
國人,1
曉得,1
得,1
很,9
重要,7
這些,34
證明,6
完成,1
所有,6
課程,2
通過,2
事項,1
最,8
考試,1
語文,1
專業,3
科目,1
政治學,2
理論,1
美國,3
政府,24
各,7
國,2
許許多多,6
寫,3
論文,4
經過,2
老師,1
口試,1
得到,2
優異,1
評比,1
在,28
喬治城,1
大學,1
裡,1
找,1
到,15
機關,1
裡面,3
取得,2
所謂,4
版權,1
任何,6
人,20
隨意,1
嫖竊,1
學術,1
著作,1
說,16
事情,10
清楚,2
學,1
一樣,4
學科,1
基本,2
上,5
就是了,1
解做,1
學問,2
道理,2
證據,1
向,7
正式,2
自首,2
立法院,5
做,7
滲透,6
法,5
討論,1
2016年,1
2017年,1
由,2
指派,1
APEC,1
開會,2
跟,12
對岸,4
領導人,4
習近平,1
先生,3
交流,5
交流完,1
之後,8
把,18
回來,3
相關,2
情況,2
回報,1
明白,1
訂定,2
對於,21
源頭,1
進行,2
接觸,3
遊說,1
以後,1
情報,1
報告,2
那,2
請問,2
算,2
反,4
滲透法,3
將來,4
處置,1
對象,2
被,5
連累到,1
教唆犯,1
如此,2
嚴謹,1
使,2
多少,2
大陸,3
上面,2
經商,1
那邊,1
留學,1
宗教,1
團體,1
一些,10
來往,1
包括,3
旅遊業,2
變成,1
入罪,1
嫌疑犯,1
國家,13
安全,5
責任,3
人民,19
人權,1
維護,1
才,9
真正,4
大,5
格局,1
坦白,5
講,12
反應,1
黨團,2
甩,1
這樣,3
之下,2
認為,3
牽涉到,1
未來,5
台灣,16
內部,2
安定,4
立場,1
非常,3
每,7
放棄,1
自由,9
民主,8
制度,7
顛覆,1
破壞,3
台灣人,5
同意,2
權衡,1
當中,4
好好,5
慎重,1
處理,4
開始,2
話,3
參選,2
當時,2
言歸正傳,1
過,1
用,3
選票,1
選出,1
整體,1
發展,5
高度,1
擺下,1
政黨,5
利益,4
因,1
團結,1
社會,4
選,1
價值,4
保障,1
沒有,8
讓,9
心有餘悸,1
來,6
過程,1
流血,1
革命,1
爭取到,1
言論,1
人身,1
保護,1
民進黨,6
先進,1
共同,3
奮鬥,1
爭取,1
受到,3
照顧,12
意見,3
當作,1
敵人,1
保證,1
當選,4
解到,1
過去,5
歷練,1
做成,1
大總統,1
小小,1
權力,1
節制,1
更,3
解,3
政治,8
協調,1
協商,1
藝術,1
不同,3
尊重,2
放,2
中間,1
邊,2
網羅,1
黨,3
人才,4
組成,1
聯合,1
任命,1
多數,1
出任,1
行政院長,1
民意,1
國會,1
國情,1
諸,1
小看,1
票,1
地方,7
小,6
看,6
怎麼,1
樣子,1
世界,3
局勢,1
找出,1
道路,4
走下去,1
堅持,1
創意,1
發揮,1
達到,2
高,1
特別,14
表達,1
認真,2
政見,5
差異,1
擔任,1
省府,1
工作,2
時候,6
縣市長,1
放下,1
見解,1
為,5
創造,1
前途,1
強調,7
顧慮,1
犧牲,1
權利,2
謝謝,4
選舉,5
中央,2
委員會,1
安排,1
發表會,3
體現,1
人性,1
關懷,2
楚瑜,4
人物,1
良心志業,1
事,5
大事,2
不當,1
說明,1
意思,2
問題,11
故事,2
室友,1
女兒,2
最近,3
搭乘,1
計程車,2
塞車,1
司機,2
大哥,2
聊,1
抱怨,1
投票,4
下架,1
兩岸,11
觀光客,1
賺,1
錢,7
生活,4
影響,1
警界,1
服務,2
老,1
同事,2
有意思,1
文章,1
發表,1
透過,1
另外,1
告訴,1
東西,1
唸給,1
聽,4
投給,1
蔡英文,1
甘心,1
主要,1
原因,1
施政,1
民心,1
貪汙,2
腐敗,1
大砍,2
年金,7
視,1
公教,2
人員,5
退休,6
如,1
仇敵,1
例,3
休,3
全民,1
受害,1
造成,1
勞方,1
資方,1
輸,1
民生,3
凋敝,1
哀鴻遍野,1
忍受,1
繼續,2
執政,4
許多,2
民調,3
可靠,1
想,4
參考,1
數據,2
顯示,1
兩成,1
民眾,2
擔心,1
連任,2
憂慮,1
像,2
例子,1
基層,1
照顧好,2
害怕,1
還要,1
受不了,1
韓,3
市長,3
高興,1
四成,1
怕,2
提醒,1
文官,6
體系,3
基礎,4
中立,2
穩定,3
公務人員,4
尊嚴,3
輪替,2
人事,4
更迭,2
政務官,2
操弄,2
出現,2
動搖,1
酬庸,3
腐爛,1
改革,8
失當,2
馬,2
前,2
發動,1
方法,1
魄力,1
現在,5
那些,8
立委,1
藉口,1
砍,1
痛下,1
殺手,1
認份,1
菁英,1
骨幹,1
相信,2
財政,1
共體時艱,1
左,1
右,1
軍公教,2
養老金,1
刁難,1
不捨,1
貪腐,2
正當,1
給,1
拿回來,1
全部,2
按照,1
領,1
退休金,2
合理,2
檢討,1
重點,1
財源,5
清查,1
國產,2
變,2
黨產,1
產,1
私產,1
討回來,2
作為,4
除了,2
之外,1
思考,1
改,3
給予,1
選擇,1
機會,3
要,2
吞下來,1
願意,3
維持,4
原制,2
改變為,1
新制,2
採用,1
提到,2
感受,1
出來,1
努力,1
偏遠,1
地區,1
很多,2
夠,2
離島,4
歷史,1
看到,6
澎湖,3
守得住,3
守,1
得住,1
金馬,2
良心,2
事業,2
挨,1
砲彈,1
看看,2
交通,3
遠航,1
出,2
管,1
醫療,2
資源,1
長期,1
不足,1
小三通,1
建設,2
料理,1
垃圾,1
堆積如山,1
只,2
想要,1
補助,2
焚化爐,1
花上,1
拿,1
幫,4
參觀,1
旅遊,1
弱勢,2
族群,3
年齡,1
下降,1
推動,3
無,1
障礙,1
空間,1
師資,1
安養,1
忘記,2
高齡,2
超,1
長照,1
多,1
花心思,1
農漁民,1
當年,1
省政府,1
這麼,2
細心,1
作法,1
恢復,5
當,2
電視,2
農民,3
種,1
香蕉,1
賣,1
出去,1
刀子,1
割下來,1
餵,1
豬,1
想想,2
開拓,1
外銷,1
途徑,1
出口,1
搞,1
財路,1
斷掉,1
主權,1
民,1
公平,1
待遇,1
依靠,1
承諾,1
最後,2
準備,1
原則,2
搗蛋,2
拉下,1
真心,1
希望,1
愛,2
奉獻,1
心力,1
經驗,1
政策,2
扯蛋,1
務實,1
處理好,3
秉持,1
唯一,1
初心,1
喜歡,1
拼,1
贏,1
腳印,1
台語,1
客語,1
打拼,1
開,2
支票,1
兌現,1




坦白,2
對,6
某些,1
記者會,1
為了,1
老兵,1
苛扣,1
薪水,2
找到,1
陳,1
副總統,1
聽聽,2
林萬億,1
進去,1
這邊,1
執行力,1
也就是說,1
說到,2
做到,2
享受,1
提出來,2
省長,1
以上,2
實現率,1
89%,1
省民,1
要求,2
列管,1
達成率,1
83%,1
重申,1
撥亂,2
叫作,1
撥,1
三亂,1
三正,2
亂,6
製造,1
對立,8
朝野,1
世代,1
勞資,1
師生,1
監察院,1
司法院,1
起,2
派系,2
部分,2
重用,1
拿出,1
照片,1
心胸,1
開闊,1
提供,2
為止,1
桃園,1
機場,2
跑道,2
馬英九,1
大樓,1
漏水,1
老闆,1
換掉,1
同樣,1
小氣,1
度量,1
面臨,1
暴衝,1
行政院,2
部會,1
研商,1
公投法,1
修正,1
和,1
追回,1
返回,1
正,1
正視,1
存在,1
事實,1
遵照,1
憲法,1
增修,1
條文,1
關係,1
條例,1
法理,1
規範,3
對等,1
分治,1
對話,1
和平,2
實踐,1
法治,1
之前,1
主張,1
現狀,1
貿易,1
觀光,1
演藝,1
擁護,1
者,1
成為,1
交惡,1
犧牲品,1
決策,1
波浪,1
接,1
地氣,1
心,1
重建,1
體制,1
力拼,1
經濟,3
方面,2
違法,1
辦法,1
管理好,1
法律,1
降低,1
業者,1
生產,1
成本,1
產業,2
具,1
競爭力,1
圖利,1
財團,1
有為,1
賺錢,1
提出,1
員工,2
紅利,1
分配,1
往,1
調,1
年輕,1
擺脫,1
低薪,1
困境,1
外國,1
引進,1
本,1
培養,1
技職教育,1
就業,1
市場,1
接軌,1
法令,1
鬆綁,1
改為,1
異業,1
異法,1
外勞,1
本勞,1
脫鉤,1
產業界,1
缺,1
照顧到,1
偏鄉,1
超過,1
新,1
住民,1
子女,2
教育,1
基金,1
編滿,1
原住民,2
新北市,1
鶯歌,1
大漢溪,1
南,1
進,1
部落,1
自來水,1
全,1
貧民窟,1
台北,1
住宅,1
替,1
解決,1
環境,1
至少,1
回到,1
原鄉,1
在籍,1
加,1
箱子,1
省掉,1
來回,1
跑,1
旅費,1
負擔,1
感謝,1
決心,1
能力,1
堅強,2
團隊,1
需要,2
強人,1
領導,1
年輕人,1
