林萬億,PERSON
蔡,PERSON
兩岸,GPE
澎湖,GPE
第15,ORDINAL
第一,ORDINAL
四成,PERCENT
三通,CARDINAL
台語,LANGUAGE
桃園機場,FAC
83%,PERCENT
馬英九,PERSON
新北市鶯歌,GPE
行政院,ORG
過去四年,DATE
楚瑜,PERSON
大漢溪,LOC
千億,CARDINAL
一塊錢,MONEY
司法院,ORG
65萬以上,CARDINAL
今天,DATE
前幾天,DATE
兩岸人民關係條例,LAW
宋楚瑜,PERSON
兩度,QUANTITY
百萬,CARDINAL
2016年,DATE
當年,DATE
89%,PERCENT
中華民國憲法,LAW
陳,PERSON
美國,GPE
美國,NORP
中華民國,GPE
一,CARDINAL
兩成,PERCENT
幾千億,CARDINAL
十億,CARDINAL
馬,PERSON
幾十年來,DATE
APEC,ORG
台灣,GPE
台灣,NORP
第三,ORDINAL
十年來,DATE
澎湖,LOC
十幾天,DATE
44年,DATE
兩岸,LOC
韓,PERSON
民進黨,ORG
三,CARDINAL
三千多,CARDINAL
上千,CARDINAL
喬治城大學,FAC
大陸,GPE
反滲透法,LAW
台北,GPE
台灣人,NORP
習近平,PERSON
立法院,ORG
2017年,DATE
55歲,DATE
第二,ORDINAL
第五,ORDINAL
兩,CARDINAL
這幾年,DATE
國會,ORG
監察院,ORG
中央選舉委員會,ORG
