謝謝,9
主持人,2
蔡,5
總統,51
宋,3
主席,4
各,3
觀眾,1
朋友,17
今天,13
在,44
台灣,29
電視,5
公司,6
做,14
政見,4
發表,4
心,7
中,4
感動,4
充滿,3
美好,2
回憶,2
前,5
楊麗花,1
歌仔戲,1
雲州,2
大儒俠,2
史豔文,1
哈貝,1
二齒,1
秘雕,1
帶給,3
多少,3
驚悚,1
好奇,1
冒險,1
威廉波特,1
少棒隊,1
美國,1
比賽,1
人,19
半夜三更,1
擠,1
柑仔店,1
雜貨店,1
門口,1
看,9
小小,1
黑白,1
電視機,1
激昂,1
國人,1
愛國,2
意識,1
覺得,3
特別,4
百感交集,1
年代,1
台灣人,8
物質生活,1
非常,11
辛苦,4
精神,2
豐厚,1
所有,16
人民,24
之間,2
善良,1
和諧,3
關心,1
拉拔,1
鼓勵,1
打氣,1
只,5
往,2
上,15
衝,1
過去,2
來到,1
回首,1
前程,1
感慨,1
親愛,6
台,5
澎,4
金馬,4
同胞,4
舉出,2
認為,4
蔡英文,25
臉書,4
寫,4
最,19
好,14
文章,2
叫,5
2015年,1
12月,1
25日,2
說,17
讓,11
安心,2
政府,15
誇言,1
政績,1
感覺,1
良好,1
見,2
執政,9
者,2
跟,13
距離,1
多麼,3
遙遠,1
選舉,1
到,19
用,6
恐嚇牌,1
對立牌,1
激化,1
選情,1
製造,3
社會,1
不安,1
以,3
召喚,1
含血,1
含淚,1
含恨,1
選票,7
無良,3
黑心,4
食品,4
一樣,3
被,23
下架,2
source,1
重複,1
最後,2
話,3
臉,2
書寫,1
點出,1
民主,2
價值,1
寶貴,1
面,1
貼近,1
民意,3
謊言,1
欺騙,1
更,2
遠離,3
發表會,1
提出,1
領導,3
之下,3
中華民國,10
出現,1
大,17
危機,4
點出來,1
嚴重,2
講出,1
未來,7
方向,1
萬歲,2
獨立,3
請,7
講,14
清楚,7
特偵組,6
這麼多,2
痛恨,1
貪汙,4
腐敗,2
連任,2
成功,1
之後,6
保證,3
設立,1
說明白,1
國家,13
半,3
亂,1
忙,1
苦,1
架空,7
民進黨,43
派系,5
新潮流,6
新,15
潮流,12
像,6
癌細胞,2
整,9
控制,7
裡面,6
借,3
雞,4
生,3
蛋,3
全,3
國,2
重大,2
資源,1
客氣,8
白天,2
當,11
晚上,2
幕後,1
影響力,1
邱義仁,4
