親民黨,ORG
蔡,PERSON
歐盟,ORG
633團隊,ORG
特偵組,ORG
澳洲,GPE
數十萬,CARDINAL
英國,GPE
12個月,DATE
今天,DATE
未來四年,DATE
李朝清,PERSON
許志堅,PERSON
新北市,GPE
美國眾議院,ORG
第21,ORDINAL
美國,GPE
上億元,MONEY
161,CARDINAL
核四,FAC
台灣,GPE
美,GPE
台,GPE
台商,NORP
2025年,DATE
五成,CARDINAL
韓,PERSON
德國,GPE
上禮拜,DATE
民進黨,ORG
印度,GPE
1/11,CARDINAL
王金平,PERSON
經濟部,ORG
韓國,GPE
前年,DATE
6,CARDINAL
九二,EVENT
第四,ORDINAL
國會,ORG
10%,PERCENT
未來20年,DATE
蔡英文,PERSON
日本,GPE
8年期間,DATE
1.2兆,CARDINAL
上個禮拜,DATE
第18,ORDINAL
十,CARDINAL
北京,GPE
韓國瑜,PERSON
六成,CARDINAL
5G,PRODUCT
2014,DATE
營建署,ORG
四年,DATE
新加坡,GPE
國民黨,ORG
宋,PERSON
台灣,NORP
第三,ORDINAL
亞洲,LOC
2035,CARDINAL
2.0,CARDINAL
全年,DATE
25％,PERCENT
一年,DATE
30歲以下,DATE
立法院,ORG
Google,ORG
第五,ORDINAL
台南,GPE
這幾年,DATE
三萬,CARDINAL
2萬,CARDINAL
八成,CARDINAL
去年,DATE
2018年,DATE
中,GPE
第一,ORDINAL
行政院長,ORG
2019年,DATE
新北,NORP
一週年,DATE
四,CARDINAL
政府,ORG
今年前三季,DATE
司法院,ORG
六,CARDINAL
20年前,DATE
14,CARDINAL
林益世,PERSON
3,CARDINAL
六億元,MONEY
2015年,DATE
兩兆,CARDINAL
八年,DATE
葉世文,PERSON
三倍,CARDINAL
1800萬噸,QUANTITY
明年,DATE
2.99%,PERCENT
2017年,DATE
韓國瑜,GPE
今年10月,DATE
馬,PERSON
兩,CARDINAL
歐盟理事會,ORG
中國,GPE
南投縣縣長,GPE
三千萬,CARDINAL
北韓,GPE
260億,CARDINAL
8年,DATE
朱立倫,PERSON
行政院,ORG
1.4兆元,MONEY
11月,DATE
去年的六月,DATE
宋楚瑜,PERSON
51,CARDINAL
2016年,DATE
越南,GPE
半天,DATE
一,CARDINAL
首先,ORDINAL
4,CARDINAL
APEC,ORG
蓋風電廠,ORG
三,CARDINAL
3.3%,PERCENT
七成,CARDINAL
今年的前三季,DATE
一年三個月,DATE
1,CARDINAL
馬,GPE
聖誕節,DATE
黃世銘,PERSON
北農,ORG
第二,ORDINAL
監察院,ORG
