20年,DATE
共和黨,ORG
蔡,PERSON
東亞,LOC
2020年,DATE
89.7%,PERCENT
成都,GPE
李敖,PERSON
今天,DATE
藍綠,ORG
前幾天,DATE
當年,DATE
美國,GPE
10秒鐘,TIME
韓,GPE
70%,PERCENT
台灣,GPE
施明德,PERSON
美,GPE
台商,NORP
5分鐘,TIME
日,GPE
韓,PERSON
民進黨,ORG
臺海,GPE
耶誕節,DATE
中央,ORG
五,CARDINAL
韓國,GPE
明年2020年,DATE
中國大陸,GPE
這20年,DATE
中共,ORG
今年,DATE
日本,GPE
政大,ORG
過去半年,DATE
曼德拉,PERSON
臺灣,GPE
北京,GPE
90%,PERCENT
21年,DATE
12/31,DATE
中華民國,GPE
民主黨,ORG
國民黨,ORG
亞洲,LOC
韓國三星,ORG
川普,PERSON
四川,GPE
立法院,ORG
張俊宏,PERSON
麥卡錫,PERSON
兩岸,GPE
中,GPE
第一,ORDINAL
行政院長,ORG
四,CARDINAL
六,CARDINAL
這幾天,DATE
八,CARDINAL
4年,DATE
東京奧運,EVENT
明年,DATE
兩百多萬,CARDINAL
中華,NORP
大陸,GPE
這兩天,DATE
台灣人,NORP
兩,CARDINAL
中國,GPE
一兩千公里,QUANTITY
呂秀蓮,PERSON
83%,PERCENT
8年,DATE
諾貝爾,PERSON
宋楚瑜,PERSON
三度,QUANTITY
60%,PERCENT
12年,DATE
一,CARDINAL
69年以前,DATE
APEC,ORG
1/11,DATE
三,CARDINAL
台積電,ORG
中華民國行憲紀念日,DATE
聖誕節,DATE
第二,ORDINAL
宋神掌,PERSON
