20%,PERCENT
蔡,PERSON
陳師孟,PERSON
2020年,DATE
阿布達比,GPE
閩南語,LANGUAGE
四百億,MONEY
特偵組,ORG
海南話,LANGUAGE
數十萬,CARDINAL
五塊八,MONEY
今天,DATE
客家話,LANGUAGE
40多年前,DATE
147,CARDINAL
4.0,CARDINAL
三百萬,CARDINAL
第五,CARDINAL
黑龍江,GPE
韓,GPE
第四,CARDINAL
蔣經國,PERSON
海南島,LOC
40%,PERCENT
台灣,GPE
美,GPE
閩南人,NORP
萬分之三,PERCENT
1%,PERCENT
韓,PERSON
民進黨,ORG
李光耀,PERSON
高雄,NORP
五,CARDINAL
兩百多公尺,QUANTITY
韓國,GPE
2%,PERCENT
兩百,CARDINAL
陳明文,PERSON
第四,ORDINAL
越南話,LANGUAGE
中國大陸,GPE
高雄餐旅學校,ORG
台中,GPE
蔡英文,PERSON
今年,DATE
兩千三百萬,CARDINAL
霸韓,PERSON
楊蕙如,PERSON
高雄市,GPE
馬英九,PERSON
高雄,GPE
高雄讀餐旅學校,ORG
千分之三,PERCENT
陳菊,PERSON
十,CARDINAL
陳水扁,PERSON
大使館,ORG
幾十萬,CARDINAL
韓國瑜,PERSON
行政院創新委員會,ORG
10兆左右,DATE
四年,DATE
中華民國,GPE
新加坡,GPE
國民黨,ORG
第一年,DATE
宋,PERSON
台灣,NORP
第三,ORDINAL
10年前,DATE
兩個月,DATE
早上,TIME
五千,CARDINAL
二十年,DATE
一年,DATE
賴清德,PERSON
100,CARDINAL
四百億,CARDINAL
百分之九十五,PERCENT
汕頭,GPE
新加坡,NORP
台澎金馬,LOC
中,GPE
第一,ORDINAL
行政院長,ORG
2019年,DATE
一百年,DATE
新加坡大馬錫,GPE
一百萬台幣,MONEY
蘇貞昌,PERSON
廣東話,LANGUAGE
千歲,DATE
四,CARDINAL
中華民國駐外大使館,FAC
六歲,DATE
中英文,LANGUAGE
閩南話,LANGUAGE
12,CARDINAL
五百多,CARDINAL
潮州,GPE
潮汕話,LANGUAGE
180萬,CARDINAL
60萬以上,CARDINAL
張善政,PERSON
兩百多,CARDINAL
聖誕,DATE
兩塊二,MONEY
明年,DATE
大陸,GPE
英文,LANGUAGE
85,CARDINAL
立法委員部長,ORG
台灣人,NORP
1450,CARDINAL
2017年,DATE
兩,CARDINAL
一天,DATE
3500,CARDINAL
林政傑,PERSON
呂秀蓮,PERSON
民主進步黨,ORG
ECFA,ORG
廣東人,NORP
行政院,ORG
2016年,DATE
外貿協會,ORG
60%,PERCENT
10年左右,DATE
總統府,ORG
一,CARDINAL
199,FAC
30,CARDINAL
法國,NORP
三,CARDINAL
高雄人,NORP
法國,GPE
聖誕節,DATE
一夜,TIME
四萬,CARDINAL
東南亞,LOC
58,CARDINAL
百分之三,PERCENT
第二,ORDINAL
45歲以下,DATE
香港人,NORP
